,SCaCodigo,SCaNombre,count
0,205109,LA MAGDALENA I,74
1,205227,OSORIO IX,1
2,208128,TORCA II,4
3,105203,OSORIO II,2
4,201109,INGEMAR I,1
5,201110,INGEMAR ORIENTAL I,9
6,201317,TIBAQUE III,2
7,201408,LA PERSEVERANCIA I,0
8,001340,TIHUAQUE,4
9,002305,LIBERTADOR,32
10,004501,HIPOTECHO,50
11,002550,DUITAMA,0
12,002533,SOTAVENTO,9
13,004565,TOCAREMA,20
14,004516,BOITA,25
15,009224,NUEVA TIBABUYES,64
16,009103,CANTAGALLO,272
17,005616,LOS CEREZOS,56
18,104129,EL MOCHUELO II,0
19,006534,EL TINTAL IV,6
20,009209,VILLA MARIA,25
21,006208,ORTEZAL,67
22,004413,AUTOPISTA MUZU ORIENTAL,23
23,004540,CATALINA II,19
24,003110,LA CATEDRAL,25
25,002626,BOLONIA I,0
26,004205,PRIMAVERA OCCIDENTAL,37
27,002585,EL MOCHUELO URBANO,0
28,202511,PUERTA AL LLANO RURAL,0
29,102601,CENTRO USME RURAL,0
30,002577,DANUBIO II,2
31,004103,VOTO NACIONAL,15
32,002602,FISCALA ALTA,1
33,002599,CENTRO USME URBANO,25
34,008306,PORCIUNCULA,70
35,002619,VILLA ANITA,1
36,004630,PARCELA EL PORVENIR,67
37,009215,CASABLANCA SUBA,117
38,002604,LOS OLIVARES,2
39,002642,EL PORTAL URBANO,0
40,002535,PALERMO SUR,3
41,002302,SANTANDER SUR,7
42,002104,RESTREPO OCCIDENTAL,40
43,002107,LA FRAGUA,23
44,004107,SANTA ISABEL SUR,41
45,002106,SENA,4
46,002103,RESTREPO,41
47,001316,MORALBA,7
48,002414,ISMAEL PERDOMO,2
49,109112,CAPITOLIO,0
50,008220,SIBERIA CENTRAL,5
51,004521,LA ESTACION BOSA,8
52,008415,SANTA BARBARA CENTRAL,984
53,002594,VILLA ISRAEL,2
54,005660,SAN ANTONIO URBANO,6
55,005505,BOSQUE POPULAR,22
56,004545,CATALINA,30
57,002598,EL MOCHUELO II URBANO,1
58,102502,EL UVAL RURAL,4
59,004524,SAN PABLO BOSA,11
60,001344,LOS SOCHES,1
61,002630,EL PORTAL DEL DIVINO,1
62,001415,MARCO FIDEL SUAREZ I,11
63,004553,ANDALUCIA II,11
64,004622,BRASIL,21
65,006523,SAN PEDRO DE LOS ROBLES,5
66,001350,YOMASA,3
67,102115,LA UNION,0
68,008532,EL REDIL,62
69,001101,LAS BRISAS,21
70,104110,QUIBA BAJO,0
71,004641,LA INDEPENDENCIA,18
72,005655,GARCES NAVAS SUR,29
73,005632,BOCHICA,63
74,002412,VERONA,7
75,002519,DANUBIO,9
76,103107,LAS PALMAS,0
77,004519,ESCOCIA,12
78,004507,CIUDAD KENNEDY SUR,31
79,001357,SANTA INES SUR II,5
80,002547,EL TESORO,2
81,004546,VILLA DEL RIO,47
82,007406,SANTA SOFIA,10
83,005507,NORMANDIA,109
84,005663,EL DORADO INDUSTRIAL,146
85,006415,LA LAGUNA FONTIBON,16
86,002456,QUIBA I,2
87,004560,SAUCEDAL,0
88,001307,RAMAJAL,2
89,008529,SAN JOSE DE USAQUEN,79
90,101302,MOLINO RURAL,0
91,007104,TEUSAQUILLO,77
92,001355,LAS GUACAMAYAS I,4
93,004594,SAN ANTONIO,16
94,002561,CORDILLERA DEL SUR,1
95,109105,SANTO DOMINGO,0
96,002501,SAN CARLOS,15
97,009211,EL POA,64
98,009249,VEREDA SUBA NARANJOS,132
99,004207,GORGONZOLA,5
100,004570,ANTONIA SANTOS,5
101,009227,LECH WALESA,8
102,009261,TUNA,0
103,004109,VERAGUAS,19
104,005604,EL REAL,27
105,002640,EL PEDREGAL II,0
106,008309,LA CABRERA,244
107,001432,DIANA TURBAY CULTIVOS,1
108,105103,SAN PEDRO,0
109,006406,VILLEMAR,74
110,001115,MONTE CARLO,0
111,002534,CASA DE TEJA,3
112,007307,MUEQUETA,6
113,202506,EL NUEVO PORTAL II RURAL,0
114,201404,LA PEÃA RURAL,0
115,002540,ESTRELLA DEL SUR,5
116,009216,LA GAITANA,17
117,107101,GUAYMARAL,57
118,004502,HIPOTECHO OCCIDENTAL,98
119,006516,TINTALA,335
120,006529,EL VERGEL ORIENTAL,40
121,104107,BELLA FLOR SUR RURAL,0
122,005627,GARCES NAVAS,45
123,004542,ALQUERIA LA FRAGUA NORTE,11
124,108112,PARAMO II RURAL,0
125,006212,SALAZAR GOMEZ,17
126,002636,LA HUERTA,0
127,004532,LA CECILIA,10
128,002618,PUERTA AL LLANO DE USME,7
129,004529,CEMENTERIO JARDINES APOGEO,11
130,004631,EL CORZO,47
131,002597,LA FISCALA NORTE,10
132,001202,CIUDAD BERNA,34
133,002634,EL TUNO,3
134,001324,EL PINAR,14
135,006527,INTERINDUSTRIAL,3
136,002558,VILLAS EL DIAMANTE,1
137,002637,ARRAYANES VI,0
138,005683,QUIRIGUA I,4
139,005404,LAS FERIAS,27
140,005501,PALO BLANCO,27
141,004597,SAN BERNARDINO I,5
142,002548,EL VIRREY,24
143,004539,GRAN COLOMBIANO,10
144,002511,LA PICOTA,3
145,006504,BAVARIA,66
146,002635,BRISAS DEL LLANO,0
147,004574,CHARLES DE GAULLE,5
148,002518,RONDA,12
149,001331,ALTOS DEL ZUQUE,2
150,004549,NUEVA YORK,3
151,004308,COLON,19
152,007407,LA AURORA,10
153,002629,EL NEVADO II,0
154,007402,JUAN XXIII,21
155,008310,EL RETIRO,124
156,004102,LA SABANA,10
157,002557,JUAN JOSE RONDON,6
158,004511,CIUDAD KENNEDY CENTRAL,55
159,009220,LAGO DE SUBA,26
160,103105,LAS AURAS,1
161,009122,LAS VILLAS,250
162,009254,LISBOA,19
163,208108,SAN ISIDRO RURAL,0
164,009114,GILMAR,226
165,002405,ESCUELA GENERAL SANTANDER,9
166,001358,CHIGUAZA URBANO,0
167,205319,SAN BERNARDINO XIX,26
168,004555,PATIO BONITO II,14
169,004305,LA PRADERA,8
170,004579,ESCOCIA,19
171,006423,EL TINTAL CENTRAL,187
172,001113,SAN BLAS II,2
173,009138,CASABLANCA SUBA URBANO I,0
174,008424,SEGUNDO CONTADOR,22
175,006528,EL VERGEL,9
176,103108,LOS RIOS,0
177,002527,LA CABANA,5
178,006517,MARIA PAZ,9
179,008530,LAS MARGARITAS,172
180,008510,ACACIAS USAQUEN,450
181,006216,CIUDAD SALITRE NOR-ORIENTAL,34
182,109109,TUNAL ALTO,0
183,005665,MARANDU,26
184,005111,LA ESMERALDA,39
185,007201,CAMPIN,34
186,002434,JERUSALEN,3
187,001345,DONA LILIANA,0
188,204104,PASQUILLA URBANA,0
189,005406,BONANZA,69
190,006312,MODELIA OCCIDENTAL,151
191,005202,DOCE DE OCTUBRE,18
192,005206,LA LIBERTAD,46
193,001306,SAN PEDRO,12
194,001110,SAN JAVIER,6
195,005102,POPULAR MODELO,71
196,008418,SAN PATRICIO,690
197,005658,VILLA SAGRARIO,6
198,004635,SAN BERNARDINO II,10
199,001106,SAN BLAS,2
200,001322,SAN RAFAEL USME,3
201,001334,LAS GAVIOTAS,5
202,009236,LA CAROLINA DE SUBA,5
203,005640,BOLIVIA ORIENTAL,23
204,009267,VILLA MARIA I,17
205,005644,BOCHICA II,86
206,009213,EL PINO,149
207,006106,EL LISTON,23
208,001425,GRANJAS DE SANTA SOFIA,3
209,001406,SAN ISIDRO,8
210,006510,VILLA ALSACIA II,48
211,102602,CENTRO USME RURAL I,0
212,006501,COOPERATIVA DE SUB-OFICIALES,9
213,104118,CIUDAD BOLIVAR RURAL III,0
214,005401,POTOSI,244
215,009109,NIZA SUR,142
216,001102,BUENOS AIRES,32
217,009228,LOMBARDIA,47
218,001434,CARMEN DEL SOL,6
219,001317,PUENTE COLORADO,0
220,001320,NUEVA GLORIA,1
221,001329,EL PARAISO,4
222,006215,PUENTE ARANDA,18
223,007208,BANCO CENTRAL,36
224,002545,EL SATELITE,9
225,002627,LA REFORMA,1
226,001328,SANTA RITA SUR ORIENTAL,5
227,004558,CAMPO HERMOSO,3
228,006502,MARSELLA,128
229,002512,AREA ARTILLERIA,2
230,009134,SAN JOSE V SECTOR,4
231,009219,CAMPANELLA,79
232,009247,IRAGUA,11
233,201503,SIBERIA  II,0
234,004512,TIMIZA,20
235,004510,CIUDAD KENNEDY ORIENTAL,29
236,008417,SANTA BARBARA OCCIDENTAL,1326
237,008307,CHICO NORTE,586
238,005506,JARDIN BOTANICO,54
239,004309,LA CAMELIA,17
240,005673,PUEBLO VIEJO,0
241,007405,ONCE DE NOVIEMBRE,14
242,006311,MODELIA,111
243,009239,LAS MERCEDES SUBA,0
244,202502,EL UVAL,0
245,002509,SAN BENITO,3
246,002593,TUNJUELITO,1
247,008413,SANTA BARBARA ORIENTAL,165
248,002625,ARRAYANES V,4
249,001111,SANTA ANA SUR,18
250,001107,LAS MERCEDES,6
251,002437,LA PRADERA,2
252,107112,LA LOMITA,95
253,002102,SAN ANTONIO,50
254,002542,SERRANIAS,1
255,001413,LA RESURRECCION,6
256,004583,ARGELIA II,2
257,009206,AURES II,26
258,009140,NUESTRA SENORA DEL ROSARIO,0
259,002403,VENECIA OCCIDENTAL,22
260,105325,SAN BERNARDINO XXV,0
261,103104,LAS ANIMAS,0
262,208110,SAN LUIS ALTOS DEL CABO RURAL,0
263,002410,PARQUE EL TUNAL,5
264,002404,VENECIA,49
265,001319,LA GLORIA ORIENTAL,12
266,108108,PARAMO II,0
267,008411,RINCON DEL CHICO,284
268,008404,BELLA SUIZA,446
269,005108,CIUDAD UNIVERSITARIA,198
270,004541,EL PARAISO BOSA,6
271,109104,SAN JUAN,0
272,002544,LOS LAURELES II,10
273,008211,JUAN XXIII,1
274,006306,GRANJAS DE TECHO,7
275,005117,RAFAEL NUNEZ,21
276,004596,ALQUERIA LA FRAGUA II,8
277,004567,VILLAS DEL PROGRESO,6
278,004537,CASABLANCA,28
279,004564,TAIRONA,2
280,004212,TIBANA,45
281,008402,COUNTRY CLUB,134
282,008401,LA CALLEJA,616
283,005667,CENTRO ENGATIVA II,32
284,005308,RIONEGRO,26
285,006515,VALLADOLID,70
286,002552,JUAN PABLO II,4
287,009212,SUBA URBANO,131
288,202410,TOCAIMITA ORIENTAL,1
289,107106,TUNA RURAL,9
290,009263,VILLA ALCAZAR,25
291,005630,CIUDAD BACHUE,8
292,008513,LISBOA,406
293,008315,CHICO NORTE III SECTOR,658
294,008412,SANTA BIBIANA,683
295,008414,SANTA ANA OCCIDENTAL,133
296,009127,ANDES NORTE,55
297,005403,JULIO FLOREZ,122
298,004531,MANDALAY,79
299,209104,SAN JUAN URBANO,0
300,001428,CERROS DE ORIENTE,11
301,102111,LOS ARRAYANES,0
302,103203,EL TABACO,0
303,204106,NUEVA ESPERANZA,0
304,204107,EL MIRADOR II,0
305,004634,CANAVERALEJO,9
306,009115,IBERIA,326
307,005661,LUIS CARLOS GALAN,6
308,008202,EMAUS,38
309,005654,GRAN GRANADA,61
310,004528,PASO ANCHO,12
311,005304,LA CASTELLANA,151
312,004544,LAS DELICIAS,47
313,002507,ABRAHAM LINCOLN,4
314,002632,LA REQUILINA,1
315,006505,PIO XII,72
316,002304,SANTIAGO PEREZ,5
317,105318,SAN BERNARDINO XVIII,8
318,002613,EL PROGRESO USME,10
319,008425,GINEBRA II,35
320,002541,GRANADA SUR,4
321,005636,ENGATIVA ZONA URBANA,34
322,006533,EL TINTAL III,3
323,006418,PUENTE GRANDE,4
324,006503,VISION DE ORIENTE,9
325,002520,LAS MANAS,1
326,002565,PARAISO QUIBA,3
327,001419,CALLEJON SANTA BARBARA,6
328,006405,FERROCAJA FONTIBON,200
329,205308,CANAVERALEJO RURAL,0
330,004101,RICAURTE,21
331,001431,LA RESURRECCION I,2
332,009240,POTRERILLO,7
333,001321,SAN MARTIN SUR,8
334,002508,TUNJUELITO,18
335,002506,GRAN YOMASA,16
336,002504,COMPARTIR,13
337,002571,ANTONIO JOSE DE SUCRE,5
338,004209,SANTA MATILDE,11
339,009141,LA CANDELARIA,0
340,004301,SAN RAFAEL INDUSTRIAL,2
341,003215,SAN FRANCISCO RURAL,3
342,007306,BAQUERO,29
343,005113,PAULO VI,41
344,008214,CHAPINERO NORTE,110
345,002528,SANTA LIBRADA NORTE,7
346,001409,LAS LOMAS,14
347,004575,LOS LAURELES,12
348,004409,ALQUERIA,15
349,005631,CIUDAD BACHUE I ETAPA,24
350,002610,CHAPINERITO,3
351,004615,OSORIO XII,0
352,004628,BETANIA,7
353,004624,LA VEGA SAN BERNARDINO,0
354,004627,GALAN,58
355,009124,PUENTE LARGO,243
356,005621,FLORIDA BLANCA,53
357,009108,CIUDAD JARDIN NORTE,114
358,001104,MOLINOS DE ORIENTE,0
359,003108,LA CAPUCHINA,33
360,001332,VILLABEL,3
361,004592,SAN MARTIN,4
362,002611,CHARALA,12
363,007103,LA MAGDALENA,27
364,101309,LA ARBOLEDA RURAL,0
365,001407,SURAMERICA,6
366,002428,PRIMAVERA II,3
367,002615,LA ESPERANZA DE USME,5
368,004518,TIMIZA A,40
369,005104,EL ROSARIO,14
370,007310,LA PAZ,25
371,005203,SAN FERNANDO,37
372,004505,PROVIVIENDA OCCIDENTAL,54
373,002620,EL NUEVO PORTAL II,3
374,002101,LA FRAGUITA,10
375,004412,REMANSO SUR,13
376,004625,EL REMANSO I,7
377,005109,CENTRO ADMINISTRATIVO OCC.,7
378,007203,CHAPINERO OCCIDENTAL,76
379,001402,GUSTAVO RESTREPO,23
380,004633,SANTA FE BOSA,15
381,006518,OSORIO III,109
382,004551,HIPOTECHO SUR,54
383,205101,VEREDA EL TINTAL URBANO,47
384,205102,VEREDA EL TINTAL,1
385,005112,PARQUE DISTRITAL SALITRE,9
386,002438,SIERRA MORENA,8
387,008533,HORIZONTES NORTE,78
388,001309,SAN VICENTE,9
389,004206,SAN FRANCISCO,24
390,208103,BARRANCAS ORIENTAL,0
391,002205,SANTA LUCIA,29
392,002306,BRAVO PAEZ,26
393,008543,SANTA CECILIA PUENTE NORTE,3
394,201105,EL REFUGIO I,2
395,002201,OLAYA,28
396,002203,QUIROGA CENTRAL,13
397,002105,SANTANDER,8
398,002303,CENTENARIO,10
399,002310,MURILLO TORO,14
400,006411,CHARCO URBANO,0
401,002411,ISLA DEL SOL,13
402,002612,LA COMUNA,5
403,001424,BARCELONA SUR,2
404,001303,CORDOBA,10
405,004569,JOSE ANTONIO GALAN,17
406,005601,EL MINUTO DE DIOS,58
407,009259,BERLIN,8
408,009142,CONEJERA,0
409,002427,GALICIA,26
410,002417,BARLOVENTO,15
411,002424,RINCON DE GALICIA,2
412,002448,PERDOMO ALTO,2
413,102603,CENTRO USME RURAL II,0
414,009218,ALMIRANTE COLON,40
415,002439,SIERRA MORENA,3
416,002444,SIERRA MORENA II,5
417,002532,QUINTAS DEL SUR,3
418,006509,LUSITANIA,9
419,004554,PATIO BONITO,30
420,006104,LA FAVORITA,7
421,004530,TIMIZA B,33
422,205225,LAS ACACIAS RURAL,0
423,002524,LA ANDREA,20
424,009204,EL RINCON NORTE,38
425,002616,EL NUEVO PORTAL,8
426,004642,ISLANDIA,6
427,109107,CHORRERAS,0
428,109103,LAS VEGAS,1
429,002575,CERRO COLORADO,4
430,109101,EL TOLDO,0
431,109113,LAGUNITAS,0
432,109102,SAN ANTONIO,0
433,001315,ALTAMIRA,12
434,001325,JUAN REY (LA PAZ),8
435,008405,GINEBRA,141
436,009119,ATENAS,159
437,008509,LOS CEDROS ORIENTAL,74
438,101307,TIHUAQUE RURAL,0
439,002521,LUCERO ALTO,6
440,002514,MEISSEN,11
441,002587,BRISAS DEL VOLADOR,0
442,001304,BELLO HORIZONTE,26
443,004303,BARCELONA,9
444,005637,VILLA GLADYS,34
445,003106,CENTRO ADMINISTRATIVO,52
446,005672,LAS NAVETAS,0
447,006408,EL CARMEN FONTIBON,56
448,001114,VELODROMO,6
449,004580,BOSA NOVA EL PORVENIR,9
450,002449,ESPINO I,0
451,008535,BUENAVISTA,5
452,005207,METROPOLIS,33
453,005502,LA ESTRADA,42
454,005310,ESCUELA MILITAR,4
455,008542,TIBABITA I,2
456,008537,VERBENAL SAN ANTONIO,39
457,002443,LA PRIMAVERA I,5
458,009234,SABANA DE TIBABUYES NORTE,78
459,008511,CEDRO NARVAEZ,222
460,009250,TIBABUYES OCCIDENTAL,10
461,105314,EL CORZO RURAL,0
462,008502,LA PRADERA NORTE,212
463,005647,VILLAS DE GRANADA,74
464,009246,DELMONTE,1
465,008410,ESCUELA DE INFANTERIA,13
466,008409,ESCUELA DE CABALLERIA I,0
467,006506,CASTILLA,160
468,001430,VILLA DE LOS ALPES I,14
469,001109,LA MARIA,11
470,102604,LA REQUILINA RURAL II,1
471,005307,LOS ANDES,112
472,006109,COLSEGUROS,11
473,002202,QUIROGA,15
474,001418,MARRUECOS,21
475,008111,CATALUNA,18
476,006101,FLORIDA,12
477,002559,LOS ALPES SUR,2
478,004307,SAN GABRIEL,25
479,008102,PARQUE NACIONAL,7
480,006205,INDUSTRIAL CENTENARIO,4
481,006512,VILLA ALSACIA,79
482,002554,GIBRALTAR SUR,4
483,008522,EL ROCIO NORTE,10
484,004204,MONTES,18
485,004582,RENANIA URAPANES,17
486,002451,SAN ANTONIO DEL MIRADOR,0
487,008515,LOS CEDROS,638
488,004595,CHICO SUR,11
489,005115,PARQUE POPULAR SALITRE,2
490,006203,LA FLORIDA OCCIDENTAL,2
491,006110,USATAMA,24
492,008408,SANTA ANA,139
493,006511,LA PAMPA,11
494,001333,ALTOS DEL POBLADO,2
495,001311,LA GLORIA OCCIDENTAL,2
496,004105,EDUARDO SANTOS,38
497,001403,HOSPITAL SAN CARLOS,26
498,002435,EL CHIRCAL SUR,18
499,001410,MARCO FIDEL SUAREZ,12
500,002503,LA AURORA,21
501,002505,NUEVO SAN ANDRES,1
502,105210,OSORIO X,0
503,001423,ARBOLEDA SUR,9
504,004316,LAS MARGARITAS,50
505,004609,LOS ALMENDROS,2
506,004607,CIUDAD DE CALI,7
507,004612,DINDALITO,3
508,004626,LAS ACACIAS,1
509,004601,CALANDAIMA,12
510,004614,DINDALITO,2
511,009243,LAS MERCEDES I,6
512,005634,EL CORTIJO,194
513,007106,ESTRELLA,11
514,004590,SAN BERNARDINO XXV URBANO,1
515,007209,ALFONSO LOPEZ,63
516,104112,SANTA ROSA,0
517,004577,SAN BERNARDINO XXII URBANO,0
518,102911,CURUBITAL,0
519,001209,MODELO SUR,8
520,008313,LAGO GAITAN,34
521,007105,ARMENIA,35
522,005664,EL DORADO,4
523,002631,EL NEVADO,1
524,002551,ALASKA,4
525,004562,LLANO GRANDE,4
526,007102,SANTA TERESITA,20
527,006207,BATALLON CALDAS,0
528,009214,TUNA ALTA,88
529,005620,FLORENCIA,90
530,009130,CANODROMO,89
531,009207,VILLA ELISA,83
532,005680,VILLA DEL MAR,59
533,208203,LA ESTRELLITA,1
534,005682,CIUDAD BACHUE II,2
535,002586,YOMASA NORTE,2
536,009112,NIZA SUBA,403
537,004403,AUTOPISTA MUZU,24
538,006420,LA GIRALDA,26
539,005201,JORGE ELIECER GAITAN,23
540,008419,ESCUELA DE CABALLERIA II,0
541,002440,SIERRA MORENA,1
542,006206,EL EJIDO,3
543,108114,PARAMO III RURAL,1
544,005684,QUIRIGUA II,14
545,005116,PABLO VI NORTE,12
546,003211,GIRARDOT,5
547,003201,SAN BERNARDINO,19
548,002204,QUIROGA SUR,9
549,007304,CONCEPCION NORTE,18
550,109111,SAN JOSE,0
551,109116,NUEVA GRANADA,0
552,109110,CONCEPCION,7
553,006103,SANTA FE,49
554,004552,GUALOCHE,15
555,004576,CASA BLANCA SUR,37
556,006409,BELEN FONTIBON,37
557,001207,NARINO SUR,18
558,002564,EL MINUTO DE MARIA,1
559,002580,BELLA FLOR,1
560,204128,QUIBA RURAL,0
561,006105,SAN VICTORINO,18
562,001206,QUINTA RAMOS,3
563,002568,ARBORIZADORA ALTA,3
564,004515,TUNDAMA,4
565,006211,CUNDINAMARCA,15
566,002588,EL MOCHUELO III URBANO,0
567,009202,EL RINCON,18
568,009251,SAN CARLOS DE SUBA,10
569,002450,PERDOMO ALTO,43
570,002433,EL PENON DEL CORTIJO,11
571,004535,CLASS,18
572,003204,BELEN,11
573,004525,PASTRANA,16
574,004210,JORGE GAITAN CORTES,30
575,009238,SANTA TERESA DE SUBA,1
576,002420,LA CORUNA,18
577,009258,CASA BLANCA SUBA I,12
578,201502,SIBERIA RURAL,0
579,008105,LA MACARENA,33
580,003107,SANTA INES,41
581,004538,OLARTE,25
582,004202,COMUNEROS,42
583,004208,LOS EJIDOS,17
584,002590,LA FISCALA,2
585,006201,EL RECUERDO,41
586,007101,LA SOLEDAD,95
587,001211,POLICARPA,11
588,002436,BELLAVISTA,2
589,007206,BELALCAZAR,49
590,002408,FATIMA,34
