,SCaCodigo,SCaNombre,count
591,004603,EL PARAISO,3
592,004613,PROVIVIENDA OCCIDENTAL,3
593,004604,BRASILIA,12
594,005648,VILLA AMALIA,35
595,102707,OLARTE,4
596,002543,COMUNEROS,5
597,006301,SANTA CECILIA,92
598,004563,GUADALUPE,5
599,004406,OSPINA PEREZ,17
600,004533,EL RETAZO,15
601,004503,PROVIVIENDA ORIENTAL,50
602,004211,BOCHICA,7
603,004504,PROVIVIENDA,50
604,001108,SAN CRISTOBAL SUR,17
605,002560,BELLAVISTA LUCERO ALTO,2
606,008301,CHICO NORTE II SECTOR,300
607,006531,CIUDAD TECHO II,239
608,006521,SABANA GRANDE,69
609,002555,SAN JUAN BAUTISTA,6
610,009113,SAN JOSE DE BAVARIA,288
611,105402,CHARCO RURAL,1
612,002307,INGLES,27
613,002308,CLARET,28
614,004617,TINTALITO,28
615,004611,EL JAZMIN,7
616,004605,CHICALA,35
617,205209,EL JAZMIN,0
618,004619,CHUCUA DE LA VACA III,3
619,004632,LA CABANA,8
620,004593,LA LIBERTAD,64
621,004618,DINTALITO,11
622,103109,LAS SOPAS,0
623,009262,LA GAITANA ORIENTAL,8
624,008514,EL CONTADOR,278
625,005666,LA FAENA,28
626,208126,SAN ISIDRO RURAL II,4
627,205221,GALAN RURAL,0
628,102405,PEPINITOS,0
629,009116,PRADO VERANIEGO NORTE,170
630,109114,TUNAL BAJO,1
631,005503,BELLAVISTA OCCIDENTAL,24
632,001205,SOCIEGO,22
633,002573,ARBORIZADORA ALTA,1
634,205402,EL CHARCO,0
635,001420,EL PLAYON,1
636,209106,LA UNION URBANO,0
637,001404,SOSIEGO SUR,31
638,001308,SANTA INES SUR,9
639,003109,VERACRUZ,58
640,001362,ARBOLEDA SANTA TERESITA,0
641,002311,VILLA MAYOR,17
642,002570,EL MIRADOR,1
643,003104,LA CONCORDIA,11
644,008512,CEDRITOS,523
645,004201,PENSILVANIA,15
646,008101,SAGRADO CORAZON,15
647,008518,CAOBOS SALAZAR,596
648,202309,EL BOSQUE SUR ORIENTAL RURAL III,2
649,201108,EL REFUGIO II,0
650,108113,BOSQUE DE PINOS III RURAL,1
651,005504,LA ESTRADITA,9
652,009244,VILLA HERMOSA,2
653,008314,ANTIGUO COUNTRY,233
654,002538,USMINIA,6
655,002530,QUIBA,2
656,004203,LA ASUNCION,32
657,002633,LAS VIOLETAS,0
658,003212,LOURDES,6
659,001414,MOLINOS DEL SUR,20
660,005510,EL LAUREL,25
661,105223,OSORIO XXIII,0
662,205316,VILLA EMMA,0
663,006417,VILLA CARMENZA,13
664,005605,EL ENCANTO,43
665,005205,SIMON BOLIVAR,30
666,008403,LA CAROLINA,393
667,002546,NACIONES UNIDAS,1
668,001330,CANADA O GUIRA,1
669,001417,LOS MOLINOS,11
670,002531,CANDELARIA LA NUEVA,8
671,002516,MEXICO,1
672,009118,BATAN,410
673,001327,LOS LIBERTADORES,6
674,004408,TEJAR,10
675,004404,AUTOPISTA SUR,12
676,004581,TIMIZA C,20
677,002574,CEDRITOS DEL SUR,1
678,007204,QUESADA,74
679,103102,TAQUECITOS,0
680,101201,HOYA TEUSACA,2
681,104128,EL MOCHUELO III,0
682,002426,SANTO DOMINGO,2
683,003203,SANTA BARBARA,28
684,002621,SAN FELIPE DE USME,5
685,004104,LA ESTANZUELA,16
686,001103,VITELMA,12
687,009107,PRADO VERANIEGO,53
688,004520,LA PAZ BOSA,26
689,003101,LA ALAMEDA,39
690,004310,PROVIVIENDA NORTE,23
691,004517,JACQUELINE,11
692,202404,SAN FELIPE DE USME RURAL,0
693,003102,LAS NIEVES,116
694,006413,SAN PABLO JERICO,32
695,102312,CIUDAD LONDRES RURAL,0
696,103201,BETANIA,0
697,006407,GUADUAL FONTIBON,20
698,007303,COLOMBIA,25
699,006315,LA ESPERANZA SUR,35
700,002510,LA PICOTA ORIENTAL,5
701,201306,TIBAQUE I,0
702,002617,EL REFUGIO I,3
703,001323,NUEVA DELHI,3
704,007311,SIETE DE AGOSTO,15
705,004536,EL RUBI,8
706,006316,BOSQUE DE MODELIA,17
707,005635,EL MADRIGAL,25
708,006524,LA MAGDALENA,9
709,204129,EL MOCHUELO II NORTE,0
710,001416,SAN AGUSTIN,12
711,006202,GRAN AMERICA,41
712,006410,CENTRO FONTIBON,63
713,008302,SEMINARIO,33
714,005509,SAN JOAQUIN,37
715,004616,OSORIO X URBANO,16
716,008416,MOLINOS NORTE,606
717,007305,LA ESPERANZA,20
718,008319,EL BAGAZAL,0
719,005670,LA RIVIERA,19
720,004568,JORGE URIBE BOTERO,18
721,003105,EGIPTO,17
722,008312,ESPARTILLAL,53
723,007404,ALCAZARES NORTE,9
724,008311,EL NOGAL,178
725,001210,CALVO SUR,7
726,008521,TIBABITA,75
727,009139,CASABLANCA SUBA URBANO II,3
728,104130,BRAZUELOS OCCIDENTAL RURAL,0
729,004523,JIMENEZ DE QUESADA,10
730,002301,EDUARDO FREY,16
731,109106,LA UNION,0
732,009229,TOSCANA,32
733,009135,PORTALES DEL NORTE,196
734,009253,SAN PEDRO,6
735,005610,LA GRANJA,39
736,002409,NUEVO MUZU,26
737,002455,LA VALVANERA,10
738,005641,SANTA MONICA,35
739,009104,VICTORIA NORTE,229
740,008213,CHAPINERO CENTRAL,157
741,005110,EL SALITRE,23
742,002460,ARBORIZADORA ALTA I,2
743,002523,LA ALAMEDA,6
744,002572,SALAZAR USME,1
745,002553,SUMAPAZ,6
746,009232,SABANA DE TIBABUYES,71
747,002539,SAN RAFAEL,2
748,008308,EL CHICO,393
749,005305,LA PATRIA,23
750,005204,SAN FERNANDO OCCIDENTAL,37
751,105104,EL TINTAL,0
752,002402,SAN VICENTE FERRER,21
753,002407,EL CARMEN,20
754,002406,SAMORE,12
755,002401,TUNAL ORIENTAL,63
756,002614,LA ORQUIDEA DE USME,10
757,007301,LA MERCED NORTE,8
758,002413,MUZU,13
759,005101,JOSE JOAQUIN VARGAS,300
760,002592,DESARROLLO BRAZUELOS,3
761,009210,LAS FLORES,121
762,104119,CIUDAD BOLIVAR RURAL I,0
763,006209,QUINTA PAREDES,40
764,008212,MARLY,59
765,009132,ESCUELA DE CARABINEROS,24
766,002517,LUCERO DEL SUR,7
767,005103,SAN MIGUEL,32
768,005615,LA SOLEDAD NORTE,25
769,205318,SAN BERNARDINO XVIII,0
770,008104,LA PERSEVERANCIA,5
771,008109,SAN MARTIN,41
772,004110,LA PEPITA,19
773,001401,SAN JOSE SUR,37
774,003210,RAMIREZ,14
775,007401,POLO CLUB,99
776,002502,MILLAN,5
777,001201,SEVILLA,1
778,008547,LA ESTRELLITA III,0
779,008519,ESTRELLA DEL NORTE,164
780,006520,ZONA FRANCA,20
781,005508,LA CABANA,11
782,002453,CIUDAD BOLIVAR,2
783,005306,ENTRERIOS,13
784,004509,CIUDAD KENNEDY,55
785,102506,PORTAL RURAL II,0
786,001338,LA BELLEZA,6
787,002622,TOCAIMITA ORIENTAL I,0
788,106301,ENGATIVA EL DORADO,5
789,001314,SAN JOSE SUR ORIENTAL,5
790,001208,LA HORTUA,4
791,005623,LOS ANGELES,58
792,008407,USAQUEN,174
793,005609,TABORA,41
794,007205,PALERMO,62
795,006508,LAS DOS AVENIDAS,64
796,001408,VILLA DE LOS ALPES,16
797,008536,BOSQUE DE PINOS I,176
798,008523,SAN ANTONIO NORTE,27
799,004108,SANTA ISABEL,42
800,007308,QUINTA MUTIS,9
801,006532,KASANDRA,0
802,005603,BOYACA,66
803,007202,SAN LUIS,134
804,008110,EL PARAISO,8
805,204304,LAGUNITAS,0
806,005607,SAN IGNACIO,40
807,005626,LOS ALAMOS,55
808,103202,EL ISTMO,0
809,001337,SAN PEDRO SUR,0
810,103204,LAGUNA VERDE,1
811,103103,SANTA ROSA BAJA,0
812,002309,VILLA MAYOR ORIENTAL,21
813,001203,CARACAS,5
814,002513,LAS ACACIAS,16
815,001204,CIUDAD JARDIN SUR,69
816,002209,QUIROGA I,20
817,004111,EL PROGRESO,15
818,008524,LA GRANJA NORTE,13
819,002595,LAGUNITAS URBANO,1
820,004543,ALQUERIA LA FRAGUA,7
821,005649,VILLAS DE GRANADA I,81
822,009241,BOSQUES DE SAN JORGE,47
823,102909,SAN BENITO,0
824,103205,RAIZAL,0
825,102116,CHISACA,0
826,005622,BOLIVIA,36
827,004548,TECHO,14
828,004584,SANTA CATALINA,22
829,001405,VEINTE DE JULIO,34
830,001412,GRANJAS SAN PABLO,14
831,009260,ALTOS DE SUBA,39
832,007107,LAS AMERICAS,32
833,002563,EL PEDREGAL,0
834,008114,PARQUE NACIONAL URBANO,0
835,007309,BENJAMIN HERRERA,7
836,006308,FRANCO,3
837,004586,JIMENEZ DE QUESADA II SECTOR,10
838,002566,LA PAZ,4
839,002549,VILLA GLORIA,3
840,001348,LA CABANA,0
841,008208,PARDO RUBIO,97
842,005675,BOLIVIA,34
843,006319,TERMINAL DE TRANSPORTES,30
844,006313,SALITRE OCCIDENTAL,128
845,007312,RAFAEL URIBE,19
846,009245,PINOS DE LOMBARDIA,104
847,004306,LA TRINIDAD,9
848,003209,EL DORADO,8
849,004407,ALCALA,30
850,006107,PALOQUEMAO,12
851,008108,SAMPER,98
852,102407,TIBAQUE SUR,0
853,004550,JOSE MARIA CARBONEL,17
854,006210,CENTRO NARINO,5
855,005107,ACEVEDO TEJADA,20
856,002522,EL MOCHUELO ORIENTAL,2
857,004106,EL VERGEL,13
858,008112,SUCRE,70
859,002525,BARRANQUILLITA,11
860,007207,GALERIAS,50
861,004508,CIUDAD KENNEDY OCCIDENTAL,20
862,009231,SUBA CERROS,112
863,009105,PRADO PINZON,102
864,005650,CIUDADELA COLSUBSIDIO,99
865,009201,LOS NARANJOS,24
866,002445,CARACOLI,4
867,102808,LA REGADERA,0
868,005679,SAN ANTONIO ENGATIVA,17
869,006302,CAPELLANIA,91
870,006303,LA ESPERANZA NORTE,163
871,007302,ALCAZARES,23
872,005114,CAMPO EUCARISTICO,30
873,204131,MOCHUELO ALTO URBANO,0
874,102122,LA REQUILINA RURAL,1
875,104131,MOCHUELO ALTO RURAL,2
876,208111,SAN ISIDRO RURAL,0
877,002423,ESPINO,4
878,004566,PATIO BONITO III,3
879,009230,SAN CAYETANO,21
880,009106,SAN JOSE DEL PRADO,287
881,004401,SAN EUSEBIO,31
882,208104,PARAMO URBANO,0
883,108111,TIBABITA RURAL I,1
884,008528,SAN ANTONIO NOROCCIDENTAL,152
885,008527,EL CEREZO,41
886,008501,EL TOBERIN,72
887,008526,EL VERVENAL,63
888,003206,LA PENA,0
889,003207,LOS LACHES,1
890,002579,VILLA CANDELARIA,5
891,002591,BRAZUELOS OCCIDENTAL,0
892,002576,SERRANIAS I,5
893,006519,MORAVIA,4
894,001426,SAN LUIS,10
895,002536,MONTEBLANCO,24
896,005668,VILLAS DE ALCALA,86
897,208127,PARAMO RURAL V,1
898,008508,CEDRO SALAZAR,284
899,008507,BARRANCAS,77
900,008506,BARRANCAS NORTE,69
901,107109,BARAJAS NORTE,29
902,005669,EL GACO,56
903,205401,EL CHANCO II,0
904,009129,VILLA DEL PRADO,138
905,009101,GRANADA NORTE,42
906,009102,BRITALIA,309
907,004557,GRAN BRITALIA,13
908,004522,BOSA,84
909,004561,EL JARDIN,1
910,004302,SAN RAFAEL,15
911,009203,PUERTA DEL SOL,29
912,006419,EL REFUGIO,2
913,006416,ATAHUALPA,5
914,006403,SAN JOSE DE FONTIBON,28
915,001347,JUAN REY SUR,5
916,102112,EL HATO,0
917,107110,CASABLANCA SUBA I,11
918,009252,BILBAO,49
919,009128,EL PLAN,394
920,009257,TIBABUYES,33
921,009208,COSTA AZUL,33
922,208107,LA ESPERANZA,8
923,008540,LA ESTRELLITA I,1
924,004578,VILLA NELLY III SECTOR,4
925,004620,CHUCUA DE LA VACA II,5
926,002431,POTOSI,3
927,001335,VILLA DIANA,3
928,008207,BOSQUE CALDERON,133
929,009111,MONACO,351
930,005624,AEROPUERTO EL DORADO,5
931,006402,LA CABANA FONTIBON,30
932,006414,BRISAS ALDEA FONTIBON,12
933,004573,CIUDADELA EL RECREO,41
934,006401,VERSALLES FONTIBON,21
935,005613,LA SERENA,22
936,005614,VILLA LUZ,49
937,005606,NORMANDIA OCCIDENTAL,131
938,004643,EL CORZO I,21
939,004526,BOSA NOVA,4
940,005657,SABANA DEL DORADO,22
941,108102,TIBABITA RURAL,10
942,008544,CANAIMA,93
943,008525,LA URIBE,76
944,105401,EL CHANCO RURAL II,0
945,008205,MARIA CRISTINA,137
946,008206,LA SALLE,69
947,008203,LAS ACACIAS,153
948,101103,INGEMAR ORIENTAL RURAL,2
949,008503,SANTA TERESA,138
950,101301,HOYA SAN CRISTOBAL,6
951,101502,SIBERIA,12
952,008215,INGEMAR,64
953,004317,CAMELIA II,8
954,004637,LAS MARGARITAS,45
955,002461,ARBORIZADORA ALTA  II,4
956,101306,TIBAQUE,2
957,002596,EL MOCHUELO ALTO,2
958,009265,VEREDA SUBA CERROS II,33
959,001302,MONTEBELLO,7
960,002415,MADELENA,114
961,002421,RAFAEL ESCAMILLA,18
962,205322,CAMPO VERDE,4
963,001116,TIBAQUE URBANO,1
964,201508,PARDO RUBIO  I,1
965,002589,PORVENIR,63
966,203106,NAZARETH URBANO,0
967,002446,LOS TRES REYES,0
968,009225,TIBABUYES UNIVERSAL,16
969,009222,ALTOS DE CHOZICA,128
970,006404,PUERTA DE TEJA,17
971,103106,NAZARETH,0
972,005612,PARIS GAITAN,74
973,006218,CENTRO INDUSTRIAL,13
974,005639,QUIRIGUA ORIENTAL,22
975,009123,NIZA NORTE,113
976,005643,ALAMOS,24
977,104104,PASQUILLA,0
978,004602,REMANSO URBANO,0
979,205320,EL REMANSO,2
980,102401,LOS ARRAYANES,0
981,005638,SANTA CECILIA,9
982,005625,LOS ALAMOS,48
983,004598,VILLA ANNY I,9
984,004599,VILLA ANNY II,2
985,009110,MAZUREN,350
986,001119,AGUAS CLARAS I,2
987,105105,VEREDA EL TINTAL RURAL,6
988,001336,JUAN JOSE RONDON I,1
989,006522,EL TINTAL II,2
990,106201,EL PANTANO,0
991,005662,EL CEDRO,0
992,008539,TORCA I,8
993,108101,TORCA RURAL I,9
994,108110,TORCA RURAL II,2
995,008520,BOSQUE DE PINOS,20
996,008305,BELLAVISTA,350
997,201304,AGUAS CLARAS,0
998,005617,PRIMAVERA,24
999,004547,CORABASTOS,2
1000,201302,EL TRIANGULO,1
1001,001353,LAS GUACAMAYAS IV,0
1002,001352,LAS GUACAMAYAS II,5
1003,005652,EL MUELLE,12
1004,102310,EL BOSQUE SUR ORIENTAL RURAL I,1
1005,004587,LOS SAUCES,7
1006,004589,SAN PEDRO,5
1007,002447,EL MIRADOR DE LA ESTANCIA,1
1008,002562,CENTRAL DE MEZCLAS,1
1009,009221,LA CHUCUA,30
1010,009121,CLUB DE LOS LAGARTOS,176
1011,009223,TTES DE COLOMBIA,7
1012,001429,GUIPARMA,6
1013,005629,EL CEDRO,37
1014,002442,SANTA VIVIANA,2
1015,102910,ARRAYAN,0
1016,102114,LOS ANDES,0
1017,004623,SAN BERNARDINO POTRERITOS,5
1018,104114,QUIBA ALTO,1
1019,008204,GRANADA,81
1020,001427,PUERTO RICO,18
1021,003103,LAS AGUAS,54
1022,008107,SAN DIEGO,200
1023,101110,PARAMO I RURAL,4
1024,008106,BOSQUE IZQUIERDO,2
1025,108109,PARAMO I,2
1026,001342,ALTOS DEL ZIPA,1
1027,002606,EL CURUBO,1
1028,002441,LOS TRES REYES I,1
1029,001356,VILLA DEL CERRO,3
1030,009205,AURES,16
1031,005402,SANTA ROSA,109
1032,008517,LA LIBERIA,161
1033,009242,TUNA BAJA,79
1034,009233,TIBABUYES,141
1035,107107,LAS MERCEDES SUBA RURAL,11
1036,001354,LAS GUACAMAYAS III,3
1037,002529,LA MARICHUELA,31
1038,008538,BOSQUE DE PINOS III,149
1039,008304,LOS ROSALES,512
1040,101101,EL BAGAZAL,36
1041,108104,PARAMO,35
1042,008303,EL REFUGIO,302
1043,009133,MIRANDELA,157
1044,005619,PARIS,65
1045,004506,LA CAMPINA,32
1046,004556,GRAN BRITALIA I,22
1047,009217,RINCON DE SANTA INES,67
1048,208125,SAN LUIS ALTOS DEL CABO RURAL II,4
1049,002418,LA ESTANCIA,33
1050,102412,TOCAIMITA SUR,0
1051,001118,LOS LAURELES SUR ORIENTAL I,0
1052,008221,SIBERIA URBANO,0
1053,009255,SANTA RITA DE SUBA,15
1054,009256,SANTA CECILIA,10
1055,002416,EL ENSUENO,117
1056,001421,DIANA TURBAY,12
1057,004638,CIUDADELA EL RECREO II,81
1058,009131,SANTA HELENA,180
1059,001346,CIUDAD LONDRES I,1
1060,006514,VERGEL OCCIDENTAL,29
1061,002578,ARABIA,0
1062,103101,SANTA ROSA ALTA,2
1063,005608,SANTA HELENITA,41
1064,001435,LOS ARRAYANES II,3
1065,005602,SANTA MARIA,67
1066,002419,RINCON DE LA VALVANERA,8
1067,002584,EL MOCHUELO,6
1068,005405,LAS FERIAS OCCIDENTAL,34
1069,005611,AUTOPISTA MEDELLIN,26
1070,201309,TIBAQUE II,0
1071,004304,GALAN,61
1072,102309,EL BOSQUE SUR ORIENTAL RURAL II,0
1073,104113,SANTA BARBARA,1
1074,009117,PRADO VERANIEGO SUR,302
1075,102211,LILIANA,0
1076,009226,SALITRE SUBA,59
1077,009237,RINCON DE SUBA,14
1078,001339,BOSQUE DE LOS ALPES,1
1079,101405,PARQUE NACIONAL ORIENTAL,18
1080,003208,EL ROCIO,5
1081,003205,EL GUAVIO,4
1082,001312,LOS ALPES,2
1083,001411,SAN JORGE SUR,10
1084,001310,LA VICTORIA,10
1085,001112,PRIMERO DE MAYO,5
1086,202601,CENTRO USME,1
1087,004588,EL DANUBIO AZUL,9
1088,004405,OSPINA PEREZ SUR,7
1089,107102,CASABLANCA SUBA,26
1090,207801,SANTA CECILIA DE SUBA I,0
1091,008505,SAN CRISTOBAL NORTE,53
1092,009125,PASADENA,170
1093,008420,PARAMO URBANO I,4
1094,009126,ESTORIL,175
1095,008406,SAN GABRIEL NORTE,203
1096,009136,CASABLANCA SUBA URBANO,202
1097,107111,CASABLANCA SUBA II,11
1098,009120,NUEVA ZELANDIA,72
1099,002581,LA TORRE,0
1100,002526,SANTA LIBRADA,15
1101,002429,MARIA CANO,2
1102,002430,LAS BRISAS,5
1103,004402,REMANSO,37
1104,208101,PARAMO IV,0
1105,006320,CIUDAD HAYUELOS,292
1106,007403,SAN FELIPE,33
1107,009268,SANTA CECILIA DE SUBA I,0
1108,009266,RINCON ALTAMAR,10
1109,004527,NUEVA GRANADA BOSA,12
1110,001318,QUINDIO,1
1111,002515,SAN FRANCISCO,10
1112,008426,SAN GABRIEL NORTE II,28
1113,004513,SAN DIEGO-BOSA,36
1114,102118,LAS VIOLETAS RURAL,0
1115,104108,LAS MERCEDES,0
1116,102110,EL PORVENIR DE LOS SOCHES,1
1117,104102,PASQUILLITA,0
1118,104127,EL MOCHUELO IV,0
1119,202203,BOLONIA I,0
1120,002422,ATLANTA,34
1121,001305,ATENAS,12
1122,004572,CORREDOR FERREO DEL SUR,8
1123,004514,CIUDAD KENNEDY NORTE,42
1124,002569,ARBORIZADORA ALTA,3
1125,008103,LA MERCED,22
1126,006204,ESTACION CENTRAL,12
1127,006108,SAMPER MENDOZA,7
1128,008201,QUINTA CAMACHO,75
1129,004621,CHUCUA DE LA VACA I,14
1130,008516,LAS ORQUIDEAS,64
1131,005628,GARCES NAVAS ORIENTAL,37
1132,006507,NUEVO TECHO,105
1133,006307,MONTEVIDEO,6
1134,002643,EL SALTEADOR,0
1135,103206,PENALISA,0
1136,009248,TIBABUYES II,53
1137,004559,EL CARMELO,11
1138,002583,QUIBA URBANO,0
1139,004591,EL PORTAL DEL BRASIL,13
1140,101308,CHIGUAZA RURAL,0
1141,008545,MIRADOR DEL NORTE,0
1142,002582,BELLA FLOR SUR,0
1143,002432,ARBORIZADORA BAJA,14
1144,009235,CIUDAD HUNZA,24
1145,002537,CHUNIZA,17
1146,002556,DESARROLLO BRAZUELOS I,3
1147,003202,LAS CRUCES,35
1148,005105,CAMPIN OCCIDENTAL,26
1149,005106,NICOLAS DE FEDERMAN,149
1150,004534,ROMA,53
1151,002601,ARRAYANES I,3
1152,001422,DIANA TURBAY ARRAYANES,7
1153,001313,BELLAVISTA SUR,2
1154,001301,GRANADA SUR,12
1155,102113,LAS MARGARITAS,0
1156,006217,CIUDAD SALITRE SUR-ORIENTAL,132
1157,002608,EL BOSQUE CENTRAL I,0
1158,202204,LA ESPERANZA SUR I,0
1159,002605,BOLONIA,0
1160,002609,EL BOSQUE,2
1161,002607,LA ESPERANZA SUR,2
1162,102406,EL BOSQUE CENTRAL,0
1163,108103,BARRANCAS ORIENTAL RURAL,4
1164,008504,LA CITA,4
1165,006525,EL CHANCO I,108
1166,105403,EL CHANCO RURAL III,0
